median_income,housing_age,avg_occupants,latitude,longitude,median_house_value,avg_rooms_bedrooms
5.128,29.0,1.6623563218390804,33.97,-118.5,5.00001,5.093390804597702
4.5673,45.0,2.477272727272727,33.99,-118.45,3.431,5.306818181818182
6.0672,26.0,2.568733153638814,33.99,-118.45,4.208,6.264150943396227
3.8068,19.0,1.453996983408748,33.98,-118.46,5.00001,4.895927601809955
3.8698,19.0,1.7142857142857142,33.97,-118.46,5.00001,5.515873015873016
6.1726,18.0,1.7014478282576135,33.97,-118.46,5.00001,5.942586120818772
10.0,19.0,1.738255033557047,33.97,-118.46,5.00001,6.671140939597315
12.0088,16.0,1.5906040268456376,33.96,-118.48,5.00001,7.221476510067114
5.8083,10.0,2.6305970149253732,34.0,-118.4,3.218,6.958955223880597
2.8393,35.0,2.39622641509434,34.0,-118.41,2.72,5.314465408805031
3.191,30.0,4.247727272727273,34.0,-118.41,2.712,5.095454545454546
2.9338,18.0,1.9385964912280704,34.0,-118.41,2.763,3.8333333333333335
3.1603,14.0,2.4079754601226995,34.0,-118.42,2.875,5.06237218813906
3.725,35.0,2.8906882591093117,33.99,-118.42,2.846,4.419028340080972
4.3281,35.0,2.4408602150537635,33.99,-118.43,3.24,5.888172043010752
7.5426,19.0,1.9031209362808843,33.98,-118.43,3.517,6.446033810143042
2.6667,45.0,3.036144578313253,33.99,-118.43,3.2,5.686746987951808
4.0189,43.0,2.4584178498985803,33.99,-118.43,3.029,6.148073022312373
4.4228,23.0,2.3165174938974777,33.99,-118.42,3.669,5.527257933279088
3.6667,3.0,1.542483660130719,33.98,-118.42,4.5,4.117647058823529
4.875,42.0,2.454713493530499,33.99,-118.43,3.013,5.759704251386322
4.3333,43.0,2.580858085808581,33.99,-118.44,3.039,5.742574257425743
1.1985,39.0,4.133848133848134,33.99,-118.41,2.15,4.936936936936937
4.0893,38.0,3.0876288659793816,33.99,-118.42,2.489,4.695876288659794
4.5521,35.0,2.738578680203046,33.99,-118.42,2.638,5.439086294416243
2.7153,35.0,3.3420195439739415,34.0,-118.41,2.655,4.452768729641694
3.6538,36.0,2.9395348837209303,33.99,-118.41,2.761,6.153488372093023
2.825,39.0,3.1264044943820224,33.99,-118.4,2.767,5.598314606741573
3.9727,33.0,2.306122448979592,33.98,-118.41,3.072,5.589115646258503
6.2673,38.0,2.077777777777778,33.97,-118.39,3.572,6.488888888888889
7.4897,43.0,2.652073732718894,33.97,-118.38,3.626,7.311059907834101
6.235,44.0,2.772972972972973,33.97,-118.39,3.614,6.935135135135136
5.1333,43.0,2.2648221343873516,33.97,-118.39,3.459,6.3438735177865615
6.5778,46.0,2.5044776119402985,33.97,-118.39,3.508,7.611940298507463
5.8143,45.0,2.209125475285171,33.96,-118.39,3.407,6.133079847908745
3.625,45.0,2.267123287671233,33.96,-118.39,3.294,6.198630136986301
3.0927,40.0,2.528138528138528,33.98,-118.36,3.16,5.8311688311688314
4.3438,39.0,1.7945205479452055,33.98,-118.37,3.318,5.095890410958904
3.3889,32.0,1.7648963730569949,33.97,-118.37,2.857,5.492227979274611
6.1333,37.0,2.511278195488722,33.97,-118.41,3.872,7.157894736842105
5.5941,44.0,2.3583333333333334,33.97,-118.41,3.635,7.461111111111111
6.8197,44.0,2.740625,33.96,-118.4,3.636,6.846875
6.0286,44.0,2.6702127659574466,33.96,-118.41,3.56,7.4751773049645385
6.2022,43.0,2.5043103448275863,33.97,-118.41,3.659,7.275862068965518
4.6176,44.0,7.8734177215189876,33.97,-118.41,3.523,6.9451476793248945
4.9375,44.0,2.371308016877637,33.97,-118.42,3.652,7.181434599156118
5.618,44.0,2.363636363636364,33.96,-118.42,3.659,7.167464114832536
6.1985,38.0,2.5460122699386503,33.96,-118.43,4.22,8.098159509202453
5.8864,13.0,2.2535211267605635,33.96,-118.43,5.00001,6.211267605633803
5.6435,33.0,2.1879194630872485,33.96,-118.44,5.00001,7.360178970917226
8.7819,20.0,2.7716535433070866,33.96,-118.43,5.00001,8.547244094488189
7.7197,16.0,4.25,33.97,-118.43,5.00001,19.25
5.0714,24.0,2.1709844559585494,33.96,-118.42,3.561,9.255613126079448
5.1064,16.0,1.7440890125173854,33.96,-118.43,2.832,5.250347705146036
5.6169,35.0,2.622093023255814,33.97,-118.4,4.112,6.244186046511628
5.9856,39.0,2.6837606837606836,33.98,-118.4,4.321,7.111111111111111
5.611,36.0,2.258503401360544,33.98,-118.4,4.566,6.752834467120181
7.5953,38.0,2.7888888888888888,33.97,-118.4,4.348,7.016666666666667
4.6364,37.0,2.041322314049587,33.97,-118.4,4.563,6.661157024793389
5.9544,44.0,2.648590021691974,33.97,-118.4,3.772,7.11062906724512
5.6732,43.0,2.513447432762836,33.96,-118.4,3.307,7.017114914425427
5.726,41.0,2.4339080459770117,33.97,-118.37,2.878,6.287356321839081
6.019,42.0,2.4938650306748467,33.97,-118.38,2.945,6.736196319018405
4.6923,44.0,2.86,33.96,-118.38,2.99,6.34
3.2708,35.0,2.1771739130434784,33.95,-118.38,4.0,4.593478260869565
2.5833,29.0,2.6711281070745696,33.95,-118.38,1.875,4.606118546845124
3.111,5.0,2.293103448275862,33.95,-118.37,2.476,5.757982120051086
4.1852,44.0,2.179824561403509,33.96,-118.4,3.033,5.991228070175438
3.9792,15.0,2.2627737226277373,33.96,-118.41,2.667,3.941605839416058
4.1471,32.0,2.554054054054054,33.96,-118.41,2.844,5.6891891891891895
4.7375,45.0,2.806201550387597,33.94,-118.41,2.896,6.2842377260981905
5.723,24.0,1.682316118935837,33.96,-118.45,5.00001,6.084507042253521
6.3267,36.0,2.1001926782273603,33.96,-118.45,5.00001,6.300578034682081
6.2551,37.0,2.3577981651376145,33.95,-118.44,5.00001,7.363914373088685
2.1875,37.0,3.6666666666666665,33.92,-118.28,1.759,6.078431372549019
2.6546,41.0,3.962962962962963,33.91,-118.28,1.596,4.648148148148148
4.4636,42.0,3.456896551724138,33.9,-118.29,1.62,4.545977011494253
3.8372,41.0,3.0127659574468084,33.91,-118.29,1.564,6.397872340425532
2.4741,31.0,3.762225969645869,33.91,-118.29,1.512,4.4569983136593585
2.7368,23.0,3.4356435643564356,33.92,-118.29,1.628,6.00990099009901
2.6618,19.0,3.463620981387479,33.88,-118.28,1.797,5.808798646362098
4.317,32.0,3.321969696969697,33.88,-118.29,2.328,5.303030303030303
2.9063,27.0,3.666058394160584,33.88,-118.29,1.841,4.916058394160584
3.59,35.0,2.6256239600665556,33.89,-118.29,2.006,5.697171381031614
4.381,32.0,2.725552050473186,33.87,-118.29,2.387,6.4353312302839125
5.1727,35.0,2.934959349593496,33.86,-118.3,2.302,6.452574525745258
4.9792,35.0,2.7694805194805197,33.86,-118.3,2.513,5.795454545454545
1.9049,10.0,3.655172413793104,33.85,-118.29,2.222,4.803713527851459
2.6491,5.0,3.734256926952141,33.84,-118.31,2.167,5.576826196473552
4.7222,36.0,3.3,33.84,-118.3,2.396,6.784
4.9196,37.0,2.4352941176470586,33.84,-118.3,2.324,5.752941176470587
2.3942,38.0,3.55,33.85,-118.3,2.0,3.975
3.1851,31.0,2.585760517799353,33.83,-118.3,2.402,5.427184466019418
3.5473,33.0,2.7337367624810893,33.83,-118.3,2.263,5.107413010590015
2.9619,27.0,2.8651994497936726,33.83,-118.31,2.234,5.0646492434663
2.6136,35.0,3.5,33.82,-118.3,2.136,5.641104294478528
2.8106,26.0,4.142292490118577,33.82,-118.3,1.844,5.217391304347826
2.6368,25.0,3.621212121212121,33.82,-118.3,1.759,4.7162534435261705
5.322,17.0,2.897880539499037,33.81,-118.3,2.827,6.369942196531792
5.3106,27.0,2.886319845857418,33.8,-118.3,2.683,6.364161849710983
3.125,30.0,2.909090909090909,33.8,-118.31,2.333,5.473011363636363
3.0057,35.0,3.306451612903226,33.79,-118.3,2.353,5.10117302052786
2.9154,9.0,2.393048128342246,33.79,-118.3,2.033,4.901069518716579
3.163,13.0,2.453409090909091,33.79,-118.3,2.242,5.105681818181818
4.6207,35.0,2.2581888246628132,33.78,-118.3,3.041,5.926782273603083
3.1779,41.0,3.6359649122807016,33.8,-118.26,1.711,5.449561403508771
3.35,36.0,3.217171717171717,33.8,-118.25,1.631,5.28030303030303
5.5,30.0,3.883720930232558,33.79,-118.26,1.815,7.074418604651163
2.375,32.0,4.8621621621621625,33.79,-118.25,1.28,4.175675675675676
3.6161,28.0,5.510489510489511,33.8,-118.24,1.313,5.62937062937063
1.3333,26.0,1.4732142857142858,33.8,-118.23,1.875,3.3392857142857144
3.35,38.0,3.072100313479624,33.8,-118.27,1.777,5.5579937304075235
3.1613,36.0,3.3946869070208727,33.79,-118.27,1.823,5.273244781783681
3.3929,39.0,3.4661016949152543,33.79,-118.27,1.846,5.305084745762712
4.0,38.0,3.6029850746268655,33.8,-118.28,1.655,5.373134328358209
4.3816,28.0,3.6555269922879177,33.79,-118.28,1.913,5.951156812339331
3.3009,36.0,3.665934065934066,33.79,-118.28,1.68,5.378021978021978
3.2011,20.0,3.431899641577061,33.78,-118.28,1.691,5.060931899641577
2.0,10.0,3.011603375527426,33.79,-118.29,1.654,4.9831223628691985
3.3427,16.0,1.9096385542168677,33.79,-118.29,1.542,4.8955823293172696
2.5,21.0,4.306569343065694,33.79,-118.3,1.575,4.930656934306569
3.1392,8.0,3.717171717171717,33.8,-118.3,1.462,3.8560606060606064
2.9375,31.0,3.797058823529411,33.79,-118.27,1.74,5.6
2.0458,27.0,3.7294372294372296,33.78,-118.26,1.745,4.681818181818182
2.1447,26.0,3.5041322314049586,33.79,-118.27,1.587,4.56198347107438
2.8462,39.0,3.9509536784741144,33.79,-118.27,1.72,4.839237057220708
2.7143,34.0,4.515789473684211,33.79,-118.25,1.381,4.526315789473684
2.7308,38.0,4.066037735849057,33.79,-118.25,1.504,5.165094339622641
1.9208,39.0,3.969798657718121,33.79,-118.25,1.398,4.251677852348993
1.9923,21.0,3.473926380368098,33.78,-118.26,1.647,4.438650306748466
3.5488,42.0,4.331950207468879,33.79,-118.26,2.056,5.91701244813278
2.5588,20.0,3.0,33.78,-118.23,3.5,3.608695652173913
2.0956,35.0,3.937984496124031,33.78,-118.26,1.547,4.423772609819121
1.4444,32.0,3.8421052631578942,33.78,-118.25,1.821,3.270676691729323
2.25,24.0,4.839506172839506,33.78,-118.24,1.523,4.611111111111111
2.1311,36.0,4.235549132947977,33.78,-118.26,1.631,4.234104046242774
2.4545,36.0,3.6940639269406392,33.77,-118.26,1.642,5.200913242009133
1.9964,26.0,4.314285714285714,33.77,-118.27,1.506,4.984873949579832
2.5262,21.0,3.987387387387387,33.78,-118.27,1.673,4.0792792792792785
3.2115,37.0,3.6723549488054608,33.78,-118.28,1.601,5.174061433447099
1.5369,39.0,4.424686192468619,33.77,-118.27,1.413,4.635983263598327
3.125,46.0,4.571428571428571,33.76,-118.27,1.125,4.714285714285714
2.9571,18.0,3.681404421326398,33.77,-118.3,3.462,6.00260078023407
5.7764,18.0,2.5902031063321385,33.76,-118.3,2.905,6.795101553166069
2.9063,47.0,5.753846153846154,33.77,-118.28,1.469,5.7846153846153845
2.45,41.0,3.750677506775068,33.75,-118.28,1.868,4.569105691056911
1.8393,18.0,2.2819148936170213,33.75,-118.28,1.875,3.0957446808510634
1.5394,40.0,3.854870775347913,33.74,-118.28,2.0,4.499005964214712
1.2276,21.0,2.9659442724458205,33.75,-118.28,2.083,4.893188854489164
0.7591,16.0,1.944,33.74,-118.28,3.5,4.504
4.2308,19.0,3.088516746411483,33.75,-118.3,4.161,6.688995215311005
5.1269,6.0,2.1843393148450243,33.76,-118.3,2.852,6.008972267536705
5.6611,42.0,2.950920245398773,33.75,-118.3,2.656,7.006134969325153
4.625,48.0,2.889473684210526,33.75,-118.3,2.734,6.1684210526315795
4.4671,47.0,2.815980629539951,33.74,-118.3,2.708,6.375302663438257
4.5074,36.0,2.4310722100656457,33.74,-118.31,3.5,6.424507658643326
4.3472,22.0,2.4171122994652405,33.74,-118.31,3.512,6.434224598930482
2.5795,27.0,3.5207253886010363,33.75,-118.29,1.924,5.422279792746114
3.5056,23.0,2.76425855513308,33.75,-118.3,2.031,4.7034220532319395
2.7031,37.0,2.687719298245614,33.75,-118.29,2.189,5.652631578947368
2.1473,29.0,3.5076923076923077,33.74,-118.29,1.953,4.907692307692308
2.2188,52.0,2.5513784461152884,33.74,-118.29,3.067,4.786967418546366
2.75,41.0,2.630813953488372,33.74,-118.29,2.383,5.066860465116279
2.0329,30.0,2.468926553672316,33.74,-118.29,2.258,4.909604519774011
2.5759,43.0,2.3683127572016462,33.73,-118.29,2.25,4.882716049382716
2.1382,21.0,2.5282738095238093,33.73,-118.29,2.423,4.7663690476190474
3.3616,30.0,2.5598159509202456,33.73,-118.29,2.685,5.438650306748467
2.7451,42.0,2.1488833746898264,33.73,-118.3,2.554,5.374689826302729
2.9386,23.0,1.965260545905707,33.74,-118.3,2.605,4.882133995037221
5.0874,36.0,2.611111111111111,33.73,-118.31,3.685,6.601307189542484
5.249,52.0,2.326241134751773,33.73,-118.31,3.519,6.897163120567376
3.9167,20.0,1.953795379537954,33.74,-118.3,2.852,5.442244224422442
4.194,47.0,2.017857142857143,33.73,-118.3,2.939,6.169642857142857
4.2059,52.0,2.636363636363636,33.73,-118.31,3.5,6.573002754820937
1.8584,44.0,3.877551020408163,33.74,-118.28,2.481,4.469387755102041
2.0469,39.0,2.955223880597015,33.73,-118.28,2.345,4.618724559023066
2.1935,52.0,3.4244186046511627,33.73,-118.28,2.432,5.180232558139535
1.9167,45.0,2.9300567107750473,33.73,-118.28,2.272,5.09640831758034
2.7139,30.0,2.4189364461738,33.73,-118.29,2.317,5.154345006485084
3.1932,25.0,2.3420560747663552,33.72,-118.29,2.575,5.706542056074766
3.4474,28.0,2.452100840336134,33.72,-118.3,2.534,5.554621848739496
3.3397,28.0,2.5054151624548737,33.72,-118.3,2.678,5.5830324909747295
3.5694,40.0,2.217687074829932,33.73,-118.3,2.764,5.421768707482993
4.1812,52.0,2.4027777777777777,33.73,-118.31,3.215,6.697916666666667
4.1451,26.0,2.9891067538126364,33.72,-118.31,3.267,7.0130718954248366
4.7216,41.0,3.1310160427807485,33.69,-118.33,3.119,6.7513368983957225
5.4533,33.0,2.5412371134020617,33.73,-118.31,4.098,6.780927835051546
7.6886,25.0,2.559748427672956,33.73,-118.32,5.00001,7.968553459119496
6.4246,25.0,2.2453567937438903,33.72,-118.33,4.467,7.108504398826979
3.7596,36.0,2.6040172166427547,33.71,-118.29,3.0,5.568149210903874
5.3074,42.0,2.524793388429752,33.67,-118.31,4.019,6.37603305785124
6.2028,35.0,2.6462585034013606,33.72,-118.3,3.615,7.3401360544217695
3.1071,40.0,1.875,33.71,-118.29,4.643,5.084134615384615
4.25,40.0,2.1893203883495147,33.71,-118.29,3.328,5.844660194174757
4.5606,31.0,2.0789889415481833,33.71,-118.29,3.038,5.489731437598736
3.274,39.0,2.171259842519685,33.72,-118.29,2.543,6.3799212598425195
3.5109,21.0,1.8981042654028435,33.72,-118.29,2.25,4.786729857819906
3.7282,8.0,3.184313725490196,33.68,-118.28,2.875,6.596078431372549
7.642,31.0,2.9632867132867133,34.24,-118.23,3.964,7.804195804195805
6.0,34.0,2.914364640883978,34.23,-118.23,3.671,7.566298342541437
7.1463,31.0,2.91991341991342,34.24,-118.24,3.941,7.54978354978355
7.585,31.0,2.7834179357022,34.24,-118.24,3.801,7.456852791878172
4.5486,36.0,2.486175115207373,34.22,-118.23,3.61,6.283410138248848
5.3473,41.0,2.8535031847133756,34.23,-118.24,3.527,7.070063694267517
6.01,43.0,2.4711538461538463,34.23,-118.24,2.542,6.100961538461538
5.1028,42.0,2.852272727272727,34.23,-118.24,2.921,6.8977272727272725
4.1667,35.0,2.62639405204461,34.23,-118.25,2.712,6.377323420074349
4.9355,34.0,2.9,34.25,-118.25,3.369,7.641666666666667
4.6852,34.0,2.7136563876651985,34.23,-118.25,2.962,6.378854625550661
6.1873,35.0,2.843205574912892,34.24,-118.26,3.121,6.334494773519164
6.6277,35.0,2.8864468864468864,34.24,-118.26,3.444,7.128205128205128
5.7083,35.0,3.019704433497537,34.24,-118.26,3.295,7.150246305418719
4.4821,42.0,2.775,34.24,-118.26,2.719,5.345000000000001
4.4083,41.0,2.520697167755991,34.23,-118.25,2.177,5.392156862745098
5.5362,30.0,2.904,34.22,-118.25,3.012,6.554666666666667
5.0862,37.0,2.6135135135135137,34.23,-118.25,2.613,6.275675675675675
4.5759,43.0,2.7682119205298013,34.23,-118.26,2.092,5.804635761589404
7.5582,38.0,2.6564102564102563,34.23,-118.26,2.637,6.671794871794872
5.4306,33.0,2.784053156146179,34.23,-118.26,3.266,7.003322259136213
3.5707,29.0,2.607594936708861,34.21,-118.22,3.417,6.5620253164556965
3.5174,36.0,2.0654490106544903,34.21,-118.23,2.68,5.642313546423136
3.3287,29.0,2.142605633802817,34.21,-118.23,2.734,5.619718309859154
2.5463,32.0,1.823684210526316,34.21,-118.23,2.0,4.921052631578947
3.4148,38.0,2.2253886010362693,34.21,-118.23,2.348,4.634715025906736
3.4531,41.0,2.620618556701031,34.22,-118.24,2.639,6.148453608247422
4.1523,34.0,2.495956873315364,34.22,-118.24,2.52,5.735849056603774
3.8068,34.0,2.7970479704797047,34.22,-118.25,2.67,5.618081180811807
6.213,50.0,2.688888888888889,34.21,-118.23,2.85,7.9111111111111105
5.3925,51.0,2.542372881355932,34.2,-118.23,3.179,5.955932203389831
3.399,48.0,2.7263513513513513,34.2,-118.23,3.063,5.969594594594595
5.5756,41.0,2.817582417582418,34.2,-118.24,3.099,5.536263736263736
3.5777,32.0,2.2774427020506636,34.21,-118.24,2.456,5.673100120627262
5.529,36.0,2.6212765957446806,34.22,-118.24,2.413,6.434042553191489
7.2812,34.0,2.7313043478260868,34.22,-118.27,4.622,8.166956521739131
3.6875,47.0,2.4419354838709677,34.18,-118.23,4.22,7.090322580645161
6.207,43.0,2.782608695652174,34.18,-118.23,4.574,7.202898550724638
8.1132,45.0,2.781710914454277,34.18,-118.23,4.466,7.890855457227138
8.1657,32.0,2.7064947942488846,34.18,-118.26,5.00001,8.246405552801189
3.215,36.0,2.123809523809524,34.19,-118.22,3.313,5.538095238095238
4.9297,31.0,2.13882618510158,34.19,-118.22,4.0,6.34762979683973
3.9777,36.0,2.261663286004057,34.19,-118.22,4.098,5.9533468559837734
12.1579,14.0,3.5,34.18,-118.21,5.00001,9.455974842767295
3.5781,37.0,2.240128068303095,34.17,-118.23,3.667,5.900747065101387
8.1325,24.0,2.8870967741935485,34.17,-118.21,4.727,8.337011884550085
5.9199,25.0,2.6533333333333333,34.16,-118.21,4.205,6.773333333333333
6.6009,49.0,2.763157894736842,34.16,-118.19,3.757,7.7255639097744355
6.8317,31.0,2.859628770301624,34.16,-118.2,4.461,7.460556844547564
5.1718,31.0,2.4844606946983547,34.16,-118.23,4.291,6.740402193784277
3.1004,26.0,2.7577639751552794,34.15,-118.23,2.571,4.494824016563147
5.3369,40.0,2.682795698924731,34.15,-118.23,3.704,6.704301075268817
3.3333,40.0,2.1172161172161172,34.16,-118.24,3.743,5.750915750915751
9.5823,52.0,2.6751824817518246,34.16,-118.24,4.062,9.018248175182482
6.6603,52.0,2.7867132867132867,34.16,-118.24,3.804,7.695804195804196
4.9135,52.0,2.67654986522911,34.16,-118.25,3.681,7.7142857142857135
5.1242,52.0,2.2945454545454544,34.17,-118.25,3.729,6.632727272727273
2.5668,24.0,1.962071480671043,34.16,-118.25,2.8,4.789934354485777
3.8576,20.0,1.9394166043380705,34.17,-118.26,3.186,5.5093492894540015
3.1484,17.0,2.0,34.16,-118.26,1.875,5.658536585365853
3.1733,19.0,2.3008631319358814,34.16,-118.26,2.063,4.655980271270037
3.7321,20.0,2.164367816091954,34.16,-118.26,3.511,4.933333333333334
5.5118,48.0,3.066914498141264,34.17,-118.27,3.547,6.840148698884758
2.9148,15.0,2.692765957446809,34.16,-118.27,2.387,5.391489361702128
3.6587,45.0,2.7879656160458453,34.16,-118.27,3.212,6.375358166189112
5.5658,52.0,2.5795454545454546,34.17,-118.28,3.312,6.284090909090909
6.9135,52.0,2.785276073619632,34.17,-118.27,3.74,7.042944785276074
7.8383,52.0,2.800675675675676,34.17,-118.27,5.00001,8.722972972972974
6.2976,52.0,2.9022556390977443,34.18,-118.27,4.984,8.621553884711778
7.4046,47.0,2.8557993730407523,34.18,-118.28,4.468,8.094043887147336
5.3185,52.0,2.7136038186157516,34.18,-118.28,3.58,7.20763723150358
5.049,52.0,2.6573705179282867,34.18,-118.29,3.235,7.438247011952191
6.884,50.0,2.841423948220065,34.18,-118.28,3.656,8.190938511326861
3.6354,22.0,2.4689984101748808,34.17,-118.28,2.563,5.27027027027027
2.3482,17.0,3.0070493454179257,34.17,-118.29,2.554,4.952668680765358
4.325,52.0,2.8135048231511255,34.17,-118.29,2.926,6.54983922829582
3.6974,10.0,2.7548125633232017,34.18,-118.29,2.866,5.437689969604863
3.7083,31.0,3.069277108433735,34.16,-118.29,2.419,4.819277108433735
4.3438,42.0,3.2616822429906542,34.16,-118.29,1.898,4.859813084112149
2.9,12.0,3.0801963993453354,34.17,-118.29,2.083,4.779050736497545
2.6016,17.0,2.962399283795882,34.17,-118.3,2.224,4.664279319606088
5.0056,30.0,4.625,34.17,-118.3,1.625,3.875
3.2083,35.0,2.394984326018809,34.16,-118.29,2.38,4.93730407523511
3.2321,40.0,1.9840182648401827,34.16,-118.3,2.436,5.331050228310502
2.8342,35.0,2.931623931623931,34.16,-118.3,2.568,4.99023199023199
3.0114,47.0,2.281159420289855,34.16,-118.27,2.555,5.243478260869566
2.6729,22.0,3.001782531194296,34.15,-118.27,2.171,5.172905525846702
3.0199,25.0,2.9716981132075473,34.15,-118.27,2.202,5.153638814016173
3.2171,14.0,2.8135593220338984,34.15,-118.27,2.308,4.293785310734464
3.1397,52.0,2.6759776536312847,34.16,-118.27,2.537,5.659217877094973
4.3438,48.0,2.45,34.16,-118.27,2.527,5.976923076923077
2.9491,49.0,2.145390070921986,34.16,-118.28,2.574,5.968085106382979
3.5417,18.0,1.8199233716475096,34.16,-118.26,1.771,4.406130268199234
3.0,14.0,2.249130938586327,34.15,-118.26,1.786,4.490150637311704
2.8884,6.0,2.7364066193853427,34.15,-118.26,2.523,5.0650118203309695
2.8088,18.0,2.611851851851852,34.15,-118.26,2.475,4.795555555555556
6.9408,52.0,3.08125,34.16,-118.24,2.988,6.325
3.3906,20.0,2.57331136738056,34.15,-118.24,2.841,5.588138385502471
3.1435,45.0,1.897338403041825,34.15,-118.24,2.826,5.726235741444867
3.6875,15.0,2.121348314606742,34.15,-118.25,2.096,5.3
3.9054,14.0,1.8574585635359115,34.16,-118.25,2.0,5.132596685082873
3.052,17.0,2.6149936467598476,34.15,-118.24,2.098,4.375476493011436
2.5924,19.0,2.380630630630631,34.15,-118.24,1.929,4.7424924924924925
2.8478,31.0,1.8277945619335347,34.15,-118.25,2.281,4.761329305135952
2.2621,32.0,1.819905213270142,34.15,-118.25,1.875,4.315165876777251
3.0441,20.0,1.7678936605316973,34.15,-118.25,1.938,5.099182004089979
2.6268,33.0,2.608860759493671,34.14,-118.23,2.013,4.720253164556962
3.0206,20.0,2.9796541200406916,34.14,-118.24,2.195,4.262461851475076
2.1444,27.0,2.79572192513369,34.14,-118.24,2.29,4.2032085561497325
3.0288,19.0,2.4794117647058824,34.15,-118.23,2.583,4.426470588235294
2.9167,25.0,2.1731008717310085,34.14,-118.23,2.243,4.617683686176837
2.462,28.0,2.73828125,34.14,-118.24,2.54,4.681640625
1.9125,36.0,2.7591911764705883,34.14,-118.24,2.38,4.362132352941176
3.3636,37.0,2.503916449086162,34.13,-118.24,2.577,5.323759791122715
5.6921,45.0,2.6472081218274113,34.13,-118.24,2.69,6.525380710659899
1.7301,7.0,2.942457231726283,34.15,-118.24,2.023,4.250388802488336
2.4421,9.0,3.0768175582990396,34.14,-118.24,2.221,4.36556927297668
1.8929,30.0,2.2886029411764706,34.14,-118.25,1.969,4.016544117647059
1.8235,37.0,2.348936170212766,34.14,-118.25,2.75,3.591489361702127
0.8185,13.0,1.3905191873589164,34.15,-118.25,1.875,3.5801354401805865
1.5417,51.0,1.9461077844311376,34.14,-118.26,2.688,3.658682634730539
2.2614,29.0,3.3975103734439833,34.14,-118.26,2.481,3.8614107883817423
3.0074,10.0,3.5590277777777777,34.14,-118.27,1.75,4.833333333333333
4.1083,6.0,2.733485193621868,34.14,-118.26,2.107,5.0865603644646935
3.008,7.0,3.1073369565217392,34.15,-118.27,2.29,4.908967391304348
2.6673,25.0,2.828855721393035,34.13,-118.26,2.181,4.297512437810945
2.5,37.0,2.6274944567627494,34.13,-118.26,2.071,4.1086474501108645
1.2188,37.0,2.8529411764705883,34.13,-118.26,2.188,3.9705882352941178
2.5388,23.0,3.4958217270194987,34.14,-118.26,2.05,4.8245125348189415
2.1602,13.0,3.4972014925373136,34.14,-118.25,2.219,4.307835820895522
2.506,25.0,2.944130925507901,34.14,-118.25,1.845,4.422121896162528
2.5417,22.0,2.952254641909814,34.13,-118.25,2.175,4.128647214854111
4.0272,45.0,2.895348837209302,34.13,-118.24,2.605,5.604651162790698
2.125,52.0,2.5730337078651684,34.13,-118.25,2.438,4.606741573033708
2.2244,36.0,2.787280701754386,34.13,-118.25,2.559,4.354166666666666
2.4856,21.0,3.5,34.12,-118.25,1.813,4.08130081300813
7.1262,27.0,2.908181818181818,34.22,-118.31,4.462,8.041818181818181
6.981,31.0,2.8375,34.21,-118.33,4.029,7.664583333333333
4.7885,36.0,2.796116504854369,34.21,-118.34,3.022,6.957928802588997
3.9041,36.0,2.354575163398693,34.18,-118.29,3.204,6.111111111111111
3.5083,14.0,2.2582159624413145,34.19,-118.3,2.809,5.314553990610329
4.7986,52.0,2.84732824427481,34.19,-118.3,3.261,7.5610687022900755
4.375,51.0,2.536796536796537,34.19,-118.3,3.324,7.554112554112555
3.7015,27.0,2.202414113277623,34.19,-118.31,2.879,5.461467038068709
4.9042,52.0,2.927038626609442,34.19,-118.3,3.435,7.360515021459228
5.0865,36.0,2.7985611510791366,34.2,-118.31,3.496,7.032374100719425
6.9909,36.0,2.8771929824561404,34.2,-118.32,3.453,7.181286549707603
4.9886,36.0,2.7555555555555555,34.2,-118.32,3.289,6.629629629629629
3.9866,36.0,2.6816720257234725,34.2,-118.32,2.944,7.443729903536978
3.6071,43.0,2.471774193548387,34.2,-118.33,2.89,6.366935483870968
4.3631,43.0,2.5542725173210163,34.2,-118.33,2.846,6.327944572748267
3.0431,41.0,2.4412238325281805,34.2,-118.34,2.629,5.703703703703704
2.875,41.0,3.136,34.19,-118.34,1.924,5.112
2.5267,14.0,3.3524150268336315,34.2,-118.36,2.318,4.457960644007156
4.375,29.0,2.3622828784119108,34.2,-118.32,3.412,6.583126550868487
4.1731,37.0,2.0208333333333335,34.19,-118.32,3.521,6.6
3.0179,37.0,1.946031746031746,34.19,-118.32,2.725,5.873015873015873
3.0625,42.0,2.8,34.19,-118.31,3.617,5.82
3.3897,37.0,3.0737704918032787,34.19,-118.32,2.227,5.803278688524591
3.1051,23.0,2.4724532224532223,34.2,-118.33,2.065,4.762993762993763
3.0973,13.0,2.293269230769231,34.18,-118.3,2.519,4.899038461538462
3.0687,37.0,3.081081081081081,34.17,-118.3,2.0,4.1891891891891895
3.3205,5.0,2.1330960854092527,34.18,-118.3,1.721,5.011387900355872
3.1587,11.0,1.9976498237367804,34.18,-118.31,1.813,4.702702702702703
2.0875,13.0,1.842300556586271,34.19,-118.31,2.227,4.561224489795919
3.0179,49.0,2.1842105263157894,34.18,-118.32,1.188,6.131578947368421
3.4,44.0,2.447058823529412,34.18,-118.32,2.121,5.832352941176471
3.5875,39.0,2.2095588235294117,34.17,-118.32,2.5,4.704044117647059
